date,time,ticker,name,platform,login,followers,live_viewers,total_views,hours_live_since_jul15,clips_since_jul15,clip_views_since_jul15
2026-07-14,21:06,SHONYX,"Shonyx",twitch,shonyx,88,,,0,0,0
2026-07-14,21:06,CINNAM,"Cinnamon Roll",twitch,cinnamonroll,3,,,0,0,0
2026-07-14,21:06,THATSD,"thatsdaveontv",twitch,thatsdaveontv,147476,,,0,0,0
2026-07-14,21:06,IWASTO,"iwastori",twitch,iwastori,12825,,,0,0,0
2026-07-14,21:06,JADAMA,"Jadamalaytv",twitch,jadamalaytv,7251,,,0,0,0
2026-07-14,21:06,JAYMOM,"Jaymommy0",twitch,jaymommy0,26062,,,0,0,0
2026-07-14,21:06,JSHOCK,"Jshock9nine",twitch,jshock9nine,38004,,,0,0,0
2026-07-14,21:06,JORDYN,"Jordyn Lucas",twitch,jordynlucas,65777,,,0,0,0
2026-07-14,21:06,JUICYJ,"JuicyJacob",twitch,juicyjacob,10025,,,0,0,0
2026-07-14,21:06,KICOSM,"KiCosmic",twitch,kicosmic,2780,,,0,0,0
2026-07-14,21:06,KIIING,"KiiingJojo",twitch,kiiingjojo,6070,,,0,0,0
2026-07-14,21:06,KING68,"King68TheGreat",twitch,king68thegreat,37640,321,,0,0,0
2026-07-14,21:06,THEMIG,"TheMightyBA",twitch,themightyba,6325,,,0,0,0
2026-07-14,21:06,THEREA,"Therealnialovee",twitch,therealnialovee,37001,,,0,0,0
2026-07-14,21:06,LEII,"Leii",twitch,leii,1,,,0,0,0
2026-07-14,21:06,TIANAM,"Tiana Musarra",twitch,tianamusarra,1,,,0,0,0
2026-07-14,21:06,WABEWR,"Wabewrld",twitch,wabewrld,33700,,,0,0,0
2026-07-14,21:06,WARDRO,"WardrobeWinter",twitch,wardrobewinter,73379,,,0,0,0
2026-07-14,21:06,WRLDKA,"WRLDKailee",twitch,wrldkailee,41304,,,0,0,0
2026-07-14,21:06,XSCAPE,"XscapeVerse",twitch,xscapeverse,2552,,,0,0,0
2026-07-14,21:06,YABOYY,"Yaboyywill",twitch,yaboyywill,613,,,0,0,0
2026-07-14,21:06,YUGI2X,"Yugi2x",twitch,yugi2x,330210,,,0,0,0
2026-07-14,21:06,MARLEA,"Marlea",twitch,marlea,49982,,,0,0,0
2026-07-14,21:06,DAVIS,"Davis",twitch,davis,513252,,,0,0,0
2026-07-14,21:06,AMBERR,"AmberrTyson",twitch,amberrtyson,30508,,,0,0,0
2026-07-14,21:06,EDWARD,"Edwardkso",twitch,edwardkso,104061,,,0,0,0
2026-07-14,21:06,LAILAS,"Laila Simone",twitch,lailasimone,0,,,0,0,0
2026-07-14,21:06,LANIAL,"Lanializa",twitch,lanializa,22881,,,0,0,0
2026-07-14,21:06,DCTHAD,"DCTHADESIGNER",twitch,dcthadesigner,3837,,,0,0,0
2026-07-14,21:06,CATRNA,"Catrnado",twitch,catrnado,27603,,,0,0,0
2026-07-14,21:06,CHAKRA,"ChakraShooter",twitch,chakrashooter,17062,,,0,0,0
2026-07-14,21:06,NOTQUI,"NotQuiteLikeDub",twitch,notquitelikedub,272708,,,0,0,0
2026-07-14,21:06,RAPHAE,"Raphael Solo Live",twitch,raphaelsololive,29248,,,0,0,0
2026-07-14,21:06,RIZZ,"Rizz",twitch,rizz,741,,,0,0,0
2026-07-14,21:06,RAWDOG,"Rawdogmoon",twitch,rawdogmoon,155044,,,0,0,0
2026-07-14,21:06,NAIJA,"Queen Naija",youtube,@QueenNaija,5200000,,1572692811,,,
2026-07-14,21:06,CNYC,"Clarence NYC",youtube,@ClarenceNYC,0,,0,,,
2026-07-14,21:06,KANEL,"Kanel Joseph",youtube,@KanelJoseph,3540000,,282554831,,,
2026-07-14,21:06,JAIDA,"Jaidabunni",youtube,@jaidabunni,143000,,3165421,,,
2026-07-14,21:06,SMOKE,"Smokecertified",youtube,@smokecertified,37,,330,,,
2026-07-14,21:06,RIZPYT,"Rizpy (YouTube)",youtube,@RizpyYT,26400,,2637901,,,
2026-07-14,21:35,STABLE,"Stable Ronaldo",twitch,stableronaldo,4785318,,,0,0,0
2026-07-14,21:35,PLAQUE,"PlaqueBoyMax",twitch,plaqueboymax,2466949,,,0,0,0
2026-07-14,21:35,WEEN,"JasonTheWeen",twitch,jasontheween,2371621,,,0,0,0
2026-07-14,21:35,SKETCH,"Sketch",twitch,thesketchreal,1695692,,,0,0,0
2026-07-14,21:35,LACY,"Lacy",twitch,lacy,2698438,17555,,0,0,0
2026-07-14,21:35,MARLON,"Marlon",twitch,marlon,2418779,,,0,0,0
2026-07-14,21:35,SILKY,"Silky",twitch,silky,1171583,,,0,0,0
